timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1746303362181,330,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-1,text,true,,17660,797,5,5,https://unpkg.com/htmx.org@2.0.3/dist/htmx.min.js,232,0,136
1746303362181,232,01_01_ClickEnterJPetStoreDemo-0,301,Moved Permanently,Generate Html 1-1,text,true,,531,390,5,5,https://unpkg.com/htmx.org@2.0.3,232,0,136
1746303362413,98,01_01_ClickEnterJPetStoreDemo-1,200,OK,Generate Html 1-1,text,true,,17129,407,5,5,https://unpkg.com/htmx.org@2.0.3/dist/htmx.min.js,87,0,0
1746303342495,783,01_01_ClickEnterJPetStoreDemo,200,"Number of samples in transaction : 2, number of failing samples : 0",Generate Html 1-1,,true,,23399,1374,5,5,null,682,19234,136
1746303362613,307,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-2,text,true,,17655,797,5,5,https://unpkg.com/htmx.org@2.0.3/dist/htmx.min.js,214,0,118
1746303362613,214,01_01_ClickEnterJPetStoreDemo-0,301,Moved Permanently,Generate Html 1-2,text,true,,531,390,5,5,https://unpkg.com/htmx.org@2.0.3,214,0,118
1746303362827,93,01_01_ClickEnterJPetStoreDemo-1,200,OK,Generate Html 1-2,text,true,,17124,407,5,5,https://unpkg.com/htmx.org@2.0.3/dist/htmx.min.js,83,0,0
1746303342919,722,01_01_ClickEnterJPetStoreDemo,200,"Number of samples in transaction : 2, number of failing samples : 0",Generate Html 1-2,,true,,23394,1373,5,5,null,628,19280,118
1746303362806,370,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-3,text,true,,5739,577,5,5,https://jpetstore.aspectran.com/,370,0,0
1746303363338,342,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-3,text,true,,17645,797,5,5,https://unpkg.com/htmx.org@2.0.3/dist/htmx.min.js,229,0,130
1746303363338,229,01_01_ClickEnterJPetStoreDemo-0,301,Moved Permanently,Generate Html 1-3,text,true,,531,390,5,5,https://unpkg.com/htmx.org@2.0.3,229,0,130
1746303363568,112,01_01_ClickEnterJPetStoreDemo-1,200,OK,Generate Html 1-3,text,true,,17114,407,5,5,https://unpkg.com/htmx.org@2.0.3/dist/htmx.min.js,108,0,0
1746303343993,712,01_01_ClickEnterJPetStoreDemo,200,"Number of samples in transaction : 2, number of failing samples : 0",Generate Html 1-3,,true,,23384,1374,5,5,null,599,18976,130
1746303363552,352,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-4,text,true,,5739,577,5,5,https://jpetstore.aspectran.com/,351,0,0
1746303364226,290,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-4,text,true,,17645,797,5,5,https://unpkg.com/htmx.org@2.0.3/dist/htmx.min.js,199,0,116
1746303364226,199,01_01_ClickEnterJPetStoreDemo-0,301,Moved Permanently,Generate Html 1-4,text,true,,531,390,5,5,https://unpkg.com/htmx.org@2.0.3,199,0,116
1746303364425,91,01_01_ClickEnterJPetStoreDemo-1,200,OK,Generate Html 1-4,text,true,,17114,407,5,5,https://unpkg.com/htmx.org@2.0.3/dist/htmx.min.js,82,0,0
1746303344480,642,01_01_ClickEnterJPetStoreDemo,200,"Number of samples in transaction : 2, number of failing samples : 0",Generate Html 1-4,,true,,23384,1374,5,5,null,550,19396,116
1746303364144,441,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-5,text,true,,5739,577,5,5,https://jpetstore.aspectran.com/,441,0,0
1746303364775,297,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-5,text,true,,17640,797,5,5,https://unpkg.com/htmx.org@2.0.3/dist/htmx.min.js,211,0,118
1746303364775,211,01_01_ClickEnterJPetStoreDemo-0,301,Moved Permanently,Generate Html 1-5,text,true,,531,390,5,5,https://unpkg.com/htmx.org@2.0.3,211,0,118
1746303364986,86,01_01_ClickEnterJPetStoreDemo-1,200,OK,Generate Html 1-5,text,true,,17109,407,5,5,https://unpkg.com/htmx.org@2.0.3/dist/htmx.min.js,80,0,0
1746303345043,738,01_01_ClickEnterJPetStoreDemo,200,"Number of samples in transaction : 2, number of failing samples : 0",Generate Html 1-5,,true,,23379,1374,5,5,null,652,19292,118
1746303399536,442,01_02_ClickOnSignIn,200,OK,Generate Html 1-1,text,true,,5548,600,5,5,https://jpetstore.aspectran.com/account/signonForm,437,0,0
1746303400103,311,01_02_ClickOnSignIn,200,OK,Generate Html 1-2,text,true,,5548,599,5,5,https://jpetstore.aspectran.com/account/signonForm,311,0,0
1746303400359,243,01_02_ClickOnSignIn,200,OK,Generate Html 1-1,text,true,,25801,530,5,5,https://fonts.gstatic.com/s/opensans/v40/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTUGmu1aB.woff2,191,0,145
1746303362511,685,01_02_ClickOnSignIn,200,"Number of samples in transaction : 2, number of failing samples : 0",Generate Html 1-1,,true,,31349,1130,5,5,null,628,37410,145
1746303400787,229,01_02_ClickOnSignIn,200,OK,Generate Html 1-2,text,true,,25801,530,5,5,https://fonts.gstatic.com/s/opensans/v40/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTUGmu1aB.woff2,174,0,127
1746303362920,540,01_02_ClickOnSignIn,200,"Number of samples in transaction : 2, number of failing samples : 0",Generate Html 1-2,,true,,31349,1129,5,5,null,485,37559,127
1746303400851,321,01_02_ClickOnSignIn,200,OK,Generate Html 1-3,text,true,,5548,600,5,5,https://jpetstore.aspectran.com/account/signonForm,321,0,0
1746303401571,218,01_02_ClickOnSignIn,200,OK,Generate Html 1-3,text,true,,25801,530,5,5,https://fonts.gstatic.com/s/opensans/v40/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTUGmu1aB.woff2,164,0,116
1746303363680,539,01_02_ClickOnSignIn,200,"Number of samples in transaction : 2, number of failing samples : 0",Generate Html 1-3,,true,,31349,1130,5,5,null,485,37573,116
1746303401476,319,01_02_ClickOnSignIn,200,OK,Generate Html 1-4,text,true,,5548,600,5,5,https://jpetstore.aspectran.com/account/signonForm,317,0,0
1746303402042,220,01_02_ClickOnSignIn,200,OK,Generate Html 1-4,text,true,,25801,530,5,5,https://fonts.gstatic.com/s/opensans/v40/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTUGmu1aB.woff2,164,0,117
1746303364517,539,01_02_ClickOnSignIn,200,"Number of samples in transaction : 2, number of failing samples : 0",Generate Html 1-4,,true,,31349,1130,5,5,null,481,37210,117
1746303402151,868,01_02_ClickOnSignIn,200,OK,Generate Html 1-5,text,true,,5548,600,5,5,https://jpetstore.aspectran.com/account/signonForm,867,0,129
1746303403176,245,01_02_ClickOnSignIn,200,OK,Generate Html 1-5,text,true,,25801,530,5,5,https://fonts.gstatic.com/s/opensans/v40/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTUGmu1aB.woff2,185,0,129
1746303365072,1113,01_02_ClickOnSignIn,200,"Number of samples in transaction : 2, number of failing samples : 0",Generate Html 1-5,,true,,31349,1130,5,5,null,1052,37240,258
1746303450769,1106,01_03_EnterCredsAndClickLogin,200,OK,Generate Html 1-1,text,true,,6171,1457,5,5,https://jpetstore.aspectran.com/,686,0,291
1746303450769,686,01_03_EnterCredsAndClickLogin-0,302,Found,Generate Html 1-1,,true,,252,767,5,5,https://jpetstore.aspectran.com/account/signon,686,0,291
1746303451456,419,01_03_EnterCredsAndClickLogin-1,200,OK,Generate Html 1-1,text,true,,5919,690,5,5,https://jpetstore.aspectran.com/,419,0,0
1746303400603,1106,01_03_EnterCredsAndClickLogin,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,6171,1457,5,5,null,686,50171,291
1746303452019,852,01_03_EnterCredsAndClickLogin,200,OK,Generate Html 1-3,text,true,,6171,1457,5,5,https://jpetstore.aspectran.com/,537,0,208
1746303452019,537,01_03_EnterCredsAndClickLogin-0,302,Found,Generate Html 1-3,,true,,252,767,5,5,https://jpetstore.aspectran.com/account/signon,537,0,208
1746303452556,315,01_03_EnterCredsAndClickLogin-1,200,OK,Generate Html 1-3,text,true,,5919,690,5,5,https://jpetstore.aspectran.com/,314,0,0
1746303401788,852,01_03_EnterCredsAndClickLogin,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,6171,1457,5,5,null,537,50234,208
1746303451287,1723,01_03_EnterCredsAndClickLogin,200,OK,Generate Html 1-2,text,true,,6171,1455,5,5,https://jpetstore.aspectran.com/,1295,0,351
1746303451287,1295,01_03_EnterCredsAndClickLogin-0,302,Found,Generate Html 1-2,,true,,252,766,5,5,https://jpetstore.aspectran.com/account/signon,1295,0,351
1746303452582,428,01_03_EnterCredsAndClickLogin-1,200,OK,Generate Html 1-2,text,true,,5919,689,5,5,https://jpetstore.aspectran.com/,426,0,0
1746303401016,1723,01_03_EnterCredsAndClickLogin,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,6171,1455,5,5,null,1295,50276,351
1746303452709,1239,01_03_EnterCredsAndClickLogin,200,OK,Generate Html 1-4,text,true,,6171,1457,5,5,https://jpetstore.aspectran.com/,932,0,123
1746303452709,932,01_03_EnterCredsAndClickLogin-0,302,Found,Generate Html 1-4,,true,,252,767,5,5,https://jpetstore.aspectran.com/account/signon,932,0,123
1746303453641,307,01_03_EnterCredsAndClickLogin-1,200,OK,Generate Html 1-4,text,true,,5919,690,5,5,https://jpetstore.aspectran.com/,305,0,0
1746303402262,1239,01_03_EnterCredsAndClickLogin,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,6171,1457,5,5,null,932,50451,123
1746303453704,576,01_03_EnterCredsAndClickLogin,200,OK,Generate Html 1-5,text,true,,6171,1457,5,5,https://jpetstore.aspectran.com/,286,0,0
1746303453704,286,01_03_EnterCredsAndClickLogin-0,302,Found,Generate Html 1-5,,true,,252,767,5,5,https://jpetstore.aspectran.com/account/signon,286,0,0
1746303453991,289,01_03_EnterCredsAndClickLogin-1,200,OK,Generate Html 1-5,text,true,,5919,690,5,5,https://jpetstore.aspectran.com/,289,0,0
1746303403421,576,01_03_EnterCredsAndClickLogin,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,6171,1457,5,5,null,286,50287,0
1746303470448,436,01_04_ClickOnFish,200,OK,Generate Html 1-1,text,true,,5542,597,5,5,https://jpetstore.aspectran.com/categories/FISH,435,0,0
1746303451876,436,01_04_ClickOnFish,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,5542,597,5,5,null,435,18573,0
1746303471360,319,01_04_ClickOnFish,200,OK,Generate Html 1-3,text,true,,5542,597,5,5,https://jpetstore.aspectran.com/categories/FISH,319,0,0
1746303452872,319,01_04_ClickOnFish,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,5542,597,5,5,null,319,18489,0
1746303471534,428,01_04_ClickOnFish,200,OK,Generate Html 1-2,text,true,,5542,596,5,5,https://jpetstore.aspectran.com/categories/FISH,428,0,0
1746303453011,428,01_04_ClickOnFish,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,5542,596,5,5,null,428,18524,0
1746303472415,336,01_04_ClickOnFish,200,OK,Generate Html 1-4,text,true,,5542,597,5,5,https://jpetstore.aspectran.com/categories/FISH,336,0,0
1746303453949,336,01_04_ClickOnFish,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,5542,597,5,5,null,336,18469,0
1746303472692,1302,01_04_ClickOnFish,200,OK,Generate Html 1-5,text,true,,5542,597,5,5,https://jpetstore.aspectran.com/categories/FISH,1302,0,385
1746303454281,1302,01_04_ClickOnFish,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,5542,597,5,5,null,1302,18414,385
1746303485824,427,01_05_ClickOnProduct,200,OK,Generate Html 1-1,text,true,,5613,614,5,5,https://jpetstore.aspectran.com/products/FI-SW-01,423,0,0
1746303470884,427,01_05_ClickOnProduct,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,5613,614,5,5,null,423,14941,0
1746303486597,365,01_05_ClickOnProduct,200,OK,Generate Html 1-3,text,true,,5613,614,5,5,https://jpetstore.aspectran.com/products/FI-SW-01,364,0,0
1746303471680,365,01_05_ClickOnProduct,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,5613,614,5,5,null,364,14918,0
1746303486919,459,01_05_ClickOnProduct,200,OK,Generate Html 1-2,text,true,,5613,613,5,5,https://jpetstore.aspectran.com/products/FI-SW-01,459,0,0
1746303471962,459,01_05_ClickOnProduct,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,5613,613,5,5,null,459,14958,0
1746303487541,329,01_05_ClickOnProduct,200,OK,Generate Html 1-4,text,true,,5613,614,5,5,https://jpetstore.aspectran.com/products/FI-SW-01,328,0,0
1746303472752,329,01_05_ClickOnProduct,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,5613,614,5,5,null,328,14789,0
1746303488953,473,01_05_ClickOnProduct,200,OK,Generate Html 1-5,text,true,,5613,614,5,5,https://jpetstore.aspectran.com/products/FI-SW-01,473,0,0
1746303473995,473,01_05_ClickOnProduct,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,5613,614,5,5,null,473,14958,0
1746303512846,1339,01_06_ClickOnAddToCart,200,OK,Generate Html 1-1,text,true,,6273,1242,5,5,https://jpetstore.aspectran.com/cart/viewCart,1021,0,201
1746303512846,1021,01_06_ClickOnAddToCart-0,302,Found,Generate Html 1-1,,true,,265,630,5,5,https://jpetstore.aspectran.com/cart/addItemToCart?itemId=EST-1,1021,0,201
1746303513867,318,01_06_ClickOnAddToCart-1,200,OK,Generate Html 1-1,text,true,,6008,612,5,5,https://jpetstore.aspectran.com/cart/viewCart,313,0,0
1746303486251,1339,01_06_ClickOnAddToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,6273,1242,5,5,null,1021,26598,201
1746303513565,774,01_06_ClickOnAddToCart,200,OK,Generate Html 1-3,text,true,,6273,1242,5,5,https://jpetstore.aspectran.com/cart/viewCart,446,0,126
1746303513565,446,01_06_ClickOnAddToCart-0,302,Found,Generate Html 1-3,,true,,265,630,5,5,https://jpetstore.aspectran.com/cart/addItemToCart?itemId=EST-1,446,0,126
1746303514011,328,01_06_ClickOnAddToCart-1,200,OK,Generate Html 1-3,text,true,,6008,612,5,5,https://jpetstore.aspectran.com/cart/viewCart,321,0,0
1746303486962,774,01_06_ClickOnAddToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,6273,1242,5,5,null,446,26606,126
1746303514030,1251,01_06_ClickOnAddToCart,200,OK,Generate Html 1-2,text,true,,6273,1240,5,5,https://jpetstore.aspectran.com/cart/viewCart,890,0,140
1746303514030,890,01_06_ClickOnAddToCart-0,302,Found,Generate Html 1-2,,true,,265,629,5,5,https://jpetstore.aspectran.com/cart/addItemToCart?itemId=EST-1,890,0,140
1746303514921,360,01_06_ClickOnAddToCart-1,200,OK,Generate Html 1-2,text,true,,6008,611,5,5,https://jpetstore.aspectran.com/cart/viewCart,358,0,0
1746303487379,1251,01_06_ClickOnAddToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,6273,1240,5,5,null,890,26654,140
1746303514494,2591,01_06_ClickOnAddToCart,200,OK,Generate Html 1-4,text,true,,6273,1242,5,5,https://jpetstore.aspectran.com/cart/viewCart,862,0,388
1746303514494,862,01_06_ClickOnAddToCart-0,302,Found,Generate Html 1-4,,true,,265,630,5,5,https://jpetstore.aspectran.com/cart/addItemToCart?itemId=EST-1,862,0,388
1746303515357,1728,01_06_ClickOnAddToCart-1,200,OK,Generate Html 1-4,text,true,,6008,612,5,5,https://jpetstore.aspectran.com/cart/viewCart,1556,0,0
1746303487871,2591,01_06_ClickOnAddToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,6273,1242,5,5,null,862,26626,388
1746303516238,857,01_06_ClickOnAddToCart,200,OK,Generate Html 1-5,text,true,,6273,1242,5,5,https://jpetstore.aspectran.com/cart/viewCart,438,0,0
1746303516238,438,01_06_ClickOnAddToCart-0,302,Found,Generate Html 1-5,,true,,265,630,5,5,https://jpetstore.aspectran.com/cart/addItemToCart?itemId=EST-1,438,0,0
1746303516676,419,01_06_ClickOnAddToCart-1,200,OK,Generate Html 1-5,text,true,,6008,612,5,5,https://jpetstore.aspectran.com/cart/viewCart,419,0,0
1746303489426,857,01_06_ClickOnAddToCart,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,6273,1242,5,5,null,438,26814,0
1746303530341,476,01_07_ClickOnProceedToCheckOut,200,OK,Generate Html 1-1,text,true,,6037,613,5,5,https://jpetstore.aspectran.com/order/newOrderForm,476,0,0
1746303514186,476,01_07_ClickOnProceedToCheckOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,6037,613,5,5,null,476,16157,0
1746303530557,389,01_07_ClickOnProceedToCheckOut,200,OK,Generate Html 1-3,text,true,,6037,613,5,5,https://jpetstore.aspectran.com/order/newOrderForm,377,0,0
1746303514340,389,01_07_ClickOnProceedToCheckOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,6037,613,5,5,null,377,16218,0
1746303531460,295,01_07_ClickOnProceedToCheckOut,200,OK,Generate Html 1-2,text,true,,6037,612,5,5,https://jpetstore.aspectran.com/order/newOrderForm,289,0,0
1746303515282,295,01_07_ClickOnProceedToCheckOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,6037,612,5,5,null,289,16179,0
1746303533316,856,01_07_ClickOnProceedToCheckOut,200,OK,Generate Html 1-5,text,true,,6037,613,5,5,https://jpetstore.aspectran.com/order/newOrderForm,856,0,123
1746303517094,856,01_07_ClickOnProceedToCheckOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,6037,613,5,5,null,856,16223,123
1746303532983,4261,01_07_ClickOnProceedToCheckOut,200,OK,Generate Html 1-4,text,true,,6037,613,5,5,https://jpetstore.aspectran.com/order/newOrderForm,4081,0,0
1746303517085,4261,01_07_ClickOnProceedToCheckOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,6037,613,5,5,null,4081,15900,0
1746303549662,328,01_08_EnterPaymentDetailsAndContinue,200,OK,Generate Html 1-1,text,true,,5855,1016,5,5,https://jpetstore.aspectran.com/order/newOrder,325,0,0
1746303530818,328,01_08_EnterPaymentDetailsAndContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,5855,1016,5,5,null,325,18846,0
1746303549996,384,01_08_EnterPaymentDetailsAndContinue,200,OK,Generate Html 1-3,text,true,,5855,1016,5,5,https://jpetstore.aspectran.com/order/newOrder,379,0,0
1746303530946,384,01_08_EnterPaymentDetailsAndContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,5855,1016,5,5,null,379,19053,0
1746303550607,295,01_08_EnterPaymentDetailsAndContinue,200,OK,Generate Html 1-2,text,true,,5856,1015,5,5,https://jpetstore.aspectran.com/order/newOrder,291,0,0
1746303531755,295,01_08_EnterPaymentDetailsAndContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,5856,1015,5,5,null,291,18854,0
1746303553209,291,01_08_EnterPaymentDetailsAndContinue,200,OK,Generate Html 1-5,text,true,,5856,1016,5,5,https://jpetstore.aspectran.com/order/newOrder,291,0,0
1746303534172,291,01_08_EnterPaymentDetailsAndContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,5856,1016,5,5,null,291,19038,0
1746303556271,5205,01_08_EnterPaymentDetailsAndContinue,200,OK,Generate Html 1-4,text,true,,5856,1016,5,5,https://jpetstore.aspectran.com/order/newOrder,5041,0,0
1746303537245,5205,01_08_EnterPaymentDetailsAndContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,5856,1016,5,5,null,5041,19027,0
1746303565834,712,01_09_ClickOnConfirm,200,OK,Generate Html 1-1,text,true,,6433,1468,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15684&submitted=true,336,0,0
1746303565834,336,01_09_ClickOnConfirm-0,302,Found,Generate Html 1-1,,true,,296,738,5,5,https://jpetstore.aspectran.com/order/submitOrder,336,0,0
1746303566171,375,01_09_ClickOnConfirm-1,200,OK,Generate Html 1-1,text,true,,6137,730,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15684&submitted=true,375,0,0
1746303549990,712,01_09_ClickOnConfirm,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,6433,1468,5,5,null,336,15845,0
1746303566023,726,01_09_ClickOnConfirm,200,OK,Generate Html 1-3,text,true,,6433,1468,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15685&submitted=true,346,0,0
1746303566023,346,01_09_ClickOnConfirm-0,302,Found,Generate Html 1-3,,true,,296,738,5,5,https://jpetstore.aspectran.com/order/submitOrder,346,0,0
1746303566370,379,01_09_ClickOnConfirm-1,200,OK,Generate Html 1-3,text,true,,6137,730,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15685&submitted=true,377,0,0
1746303550381,726,01_09_ClickOnConfirm,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,6433,1468,5,5,null,346,15644,0
1746303566740,668,01_09_ClickOnConfirm,200,OK,Generate Html 1-2,text,true,,6429,1466,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15686&submitted=true,319,0,0
1746303566740,319,01_09_ClickOnConfirm-0,302,Found,Generate Html 1-2,,true,,296,737,5,5,https://jpetstore.aspectran.com/order/submitOrder,319,0,0
1746303567059,349,01_09_ClickOnConfirm-1,200,OK,Generate Html 1-2,text,true,,6133,729,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15686&submitted=true,347,0,0
1746303550902,668,01_09_ClickOnConfirm,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,6429,1466,5,5,null,319,15839,0
1746303569160,652,01_09_ClickOnConfirm,200,OK,Generate Html 1-5,text,true,,6429,1468,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15687&submitted=true,309,0,0
1746303569160,309,01_09_ClickOnConfirm-0,302,Found,Generate Html 1-5,,true,,296,738,5,5,https://jpetstore.aspectran.com/order/submitOrder,309,0,0
1746303569469,343,01_09_ClickOnConfirm-1,200,OK,Generate Html 1-5,text,true,,6133,730,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15687&submitted=true,343,0,0
1746303553500,652,01_09_ClickOnConfirm,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,6429,1468,5,5,null,309,15661,0
1746303577370,2525,01_09_ClickOnConfirm,200,OK,Generate Html 1-4,text,true,,6431,1468,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15688&submitted=true,2025,0,997
1746303577370,2025,01_09_ClickOnConfirm-0,302,Found,Generate Html 1-4,,true,,296,738,5,5,https://jpetstore.aspectran.com/order/submitOrder,2025,0,997
1746303579395,500,01_09_ClickOnConfirm-1,200,OK,Generate Html 1-4,text,true,,6135,730,5,5,https://jpetstore.aspectran.com/order/viewOrder?orderId=15688&submitted=true,498,0,0
1746303561476,2525,01_09_ClickOnConfirm,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,6431,1468,5,5,null,2025,15897,997
1746303583496,1329,01_10_ClickOnSignOut,200,OK,Generate Html 1-1,text,true,,6222,1267,5,5,https://jpetstore.aspectran.com/,984,0,127
1746303583496,984,01_10_ClickOnSignOut-0,302,Found,Generate Html 1-1,,true,,392,641,5,5,https://jpetstore.aspectran.com/account/signoff,984,0,127
1746303584481,344,01_10_ClickOnSignOut-1,200,OK,Generate Html 1-1,text,true,,5830,626,5,5,https://jpetstore.aspectran.com/,344,0,0
1746303566546,1329,01_10_ClickOnSignOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-1,,true,,6222,1267,5,5,null,984,16952,127
1746303583835,1311,01_10_ClickOnSignOut,200,OK,Generate Html 1-3,text,true,,6221,1267,5,5,https://jpetstore.aspectran.com/,979,0,124
1746303583835,979,01_10_ClickOnSignOut-0,302,Found,Generate Html 1-3,,true,,392,641,5,5,https://jpetstore.aspectran.com/account/signoff,979,0,124
1746303584815,331,01_10_ClickOnSignOut-1,200,OK,Generate Html 1-3,text,true,,5829,626,5,5,https://jpetstore.aspectran.com/,329,0,0
1746303566750,1311,01_10_ClickOnSignOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-3,,true,,6221,1267,5,5,null,979,17087,124
1746303584447,818,01_10_ClickOnSignOut,200,OK,Generate Html 1-2,text,true,,6219,1265,5,5,https://jpetstore.aspectran.com/,487,0,138
1746303584447,487,01_10_ClickOnSignOut-0,302,Found,Generate Html 1-2,,true,,391,640,5,5,https://jpetstore.aspectran.com/account/signoff,487,0,138
1746303584934,331,01_10_ClickOnSignOut-1,200,OK,Generate Html 1-2,text,true,,5828,625,5,5,https://jpetstore.aspectran.com/,331,0,0
1746303567408,818,01_10_ClickOnSignOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-2,,true,,6219,1265,5,5,null,487,17041,138
1746303586685,577,01_10_ClickOnSignOut,200,OK,Generate Html 1-5,text,true,,6220,1267,5,5,https://jpetstore.aspectran.com/,291,0,0
1746303586685,291,01_10_ClickOnSignOut-0,302,Found,Generate Html 1-5,,true,,392,641,5,5,https://jpetstore.aspectran.com/account/signoff,291,0,0
1746303586975,287,01_10_ClickOnSignOut-1,200,OK,Generate Html 1-5,text,true,,5828,626,5,5,https://jpetstore.aspectran.com/,287,0,0
1746303569812,577,01_10_ClickOnSignOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-5,,true,,6220,1267,5,5,null,291,16876,0
1746303597024,888,01_10_ClickOnSignOut,200,OK,Generate Html 1-4,text,true,,6220,1267,5,5,https://jpetstore.aspectran.com/,425,0,0
1746303597024,425,01_10_ClickOnSignOut-0,302,Found,Generate Html 1-4,,true,,392,641,5,5,https://jpetstore.aspectran.com/account/signoff,425,0,0
1746303597450,462,01_10_ClickOnSignOut-1,200,OK,Generate Html 1-4,text,true,,5828,626,5,5,https://jpetstore.aspectran.com/,461,0,0
1746303579896,888,01_10_ClickOnSignOut,200,"Number of samples in transaction : 1, number of failing samples : 0",Generate Html 1-4,,true,,6220,1267,5,5,null,425,17130,0
1746303603841,333,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-1,text,true,,5739,578,5,5,https://jpetstore.aspectran.com/,333,0,0
1746303604063,330,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-2,text,true,,5739,576,5,5,https://jpetstore.aspectran.com/,327,0,0
1746303604298,352,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-3,text,true,,5739,577,5,5,https://jpetstore.aspectran.com/,352,0,0
1746303604413,324,01_01_ClickEnterJPetStoreDemo,200,OK,Generate Html 1-1,text,true,,17655,797,5,5,https://unpkg.com/htmx.org@2.0.3/dist/htmx.min.js,239,0,138
1746303604413,239,01_01_ClickEnterJPetStoreDemo-0,301,Moved Permanently,Generate Html 1-1,text,true,,531,390,5,5,https://unpkg.com/htmx.org@2.0.3,239,0,138
